ensg_id,gene_symbol,leiden-nt,leiden-esm3,mmidas-joint,nt-umap-0,nt-umap-1,aa-umap-0,aa-umap-1
ENSMUSG00000053678.8,Defb40,0,11,11,4.5447426,5.4953485,1.5561919,8.900669
ENSMUSG00000021895.11,Arhgef3,8,23,1,10.3055525,-0.9854292,5.592458,2.000473
ENSMUSG00000027544.17,Nfatc2,7,31,3,13.926246,3.3429344,6.8832088,0.27604553
ENSMUSG00000021319.8,Sfrp4,11,7,0,12.266938,1.1831242,5.1607847,8.860474
ENSMUSG00000009654.5,Oit3,14,7,-1,9.382685,-10.023147,4.4406924,8.900564
ENSMUSG00000034729.17,Mrps10,2,29,2,8.26321,3.7420657,7.8798656,4.1267033
ENSMUSG00000061455.14,Stx17,11,29,1,13.599934,-0.6307405,4.66535,2.2903233
ENSMUSG00000058071.5,Or6c219,10,44,4,7.0368595,-0.43442875,-3.9993122,5.75853
ENSMUSG00000004791.8,Pgf,5,11,-1,9.730357,2.0527508,6.9579134,11.877588
ENSMUSG00000002603.16,Tgfb1,11,11,0,15.300398,1.7652352,6.906539,11.693841
ENSMUSG00000070313.9,Pate14,0,11,11,5.3847885,6.398799,1.8976408,10.132692
ENSMUSG00000028133.18,Rwdd3,0,13,-1,7.98727,5.4546742,7.105757,3.273291
ENSMUSG00000078252.2,Krtap17-1,0,42,24,7.412891,4.2199492,15.375382,-3.1555839
ENSMUSG00000028661.9,Epha8,11,25,5,15.047219,1.3062866,10.397455,5.803045
ENSMUSG00000073889.11,Il11ra1,5,5,0,8.842909,4.8118505,4.658136,11.004233
ENSMUSG00000000957.12,Mmp14,5,19,0,10.989781,2.045496,5.8458266,9.959169
ENSMUSG00000066688.6,Pramel21,7,35,21,10.53181,3.9481237,1.4026618,4.7019053
ENSMUSG00000075144.6,Or5l13,10,44,4,6.0545993,-1.0020572,-4.5027447,4.1660075
ENSMUSG00000022747.18,St3gal6,11,17,0,12.183721,1.6676424,5.3448715,6.292777
ENSMUSG00000023885.10,Thbs2,14,11,5,9.224476,-9.735003,4.4877925,9.427552
ENSMUSG00000054715.12,Zscan22,15,38,19,11.496485,-0.6655838,6.469055,-6.0573344
ENSMUSG00000061342.6,Or5d40,14,44,4,9.383603,-9.906941,-4.521485,5.5448847
ENSMUSG00000013539.15,Tango2,11,8,0,13.333922,-0.6446921,7.7142215,7.2203526
ENSMUSG00000050440.9,Hamp,0,11,2,6.3743076,5.3881536,1.6344628,8.154816
ENSMUSG00000053192.10,Mllt11,5,1,2,9.523859,5.0057354,10.1898,-1.8498175
ENSMUSG00000028626.6,Col9a2,8,49,25,10.120913,-1.136342,3.1903718,12.227504
ENSMUSG00000038502.18,Ptov1,14,6,-1,9.551156,-10.165148,7.861336,-1.183088
ENSMUSG00000075528.14,Aarsd1,5,8,0,8.82004,4.094774,8.256809,6.6476364
ENSMUSG00000109859.2,Krtap5-26,0,42,24,4.7795115,3.4292042,15.804626,-2.624386
ENSMUSG00000028148.12,Them5,2,13,0,7.3859825,2.933834,7.495765,3.2865806
ENSMUSG00000020793.6,Galr2,2,39,16,9.593656,0.5822643,16.046408,1.2380012
ENSMUSG00000048439.16,Nup42,11,6,3,14.596817,-2.078549,6.850383,-0.7835418
ENSMUSG00000046041.5,Or6c3b,10,44,4,8.013527,-0.96053416,-3.5125525,5.1808925
ENSMUSG00000031962.7,Cdh15,14,22,25,9.41506,-10.031446,11.279503,15.109185
ENSMUSG00000050776.4,Or4f47,10,44,4,7.7720094,-0.51619375,-4.4320455,7.385344
ENSMUSG00000063015.13,Ccni,11,13,1,14.15471,-0.3904858,6.0900826,3.054326
ENSMUSG00000018585.10,Atox1,0,24,2,5.5413136,5.093491,8.50656,5.890475
ENSMUSG00000022000.12,Zc3h13,8,6,3,11.763917,-1.268472,8.047594,-0.85611707
ENSMUSG00000028545.14,Bend5,11,6,1,13.458392,-1.0995923,7.8435802,-0.2739062
ENSMUSG00000027447.7,Cst3,0,7,2,7.9596066,4.951352,5.9305654,7.320247
ENSMUSG00000022871.14,Fetub,5,7,0,9.257173,3.650424,5.2334776,7.9440126
ENSMUSG00000019214.15,Chtf18,5,13,1,12.8014765,2.2572703,6.4874306,2.63258
ENSMUSG00000003477.6,Inmt,5,8,-1,8.692249,4.813511,8.292066,6.262271
ENSMUSG00000050944.15,Efcab5,7,6,-1,12.099538,4.6053805,7.1599402,0.80612797
ENSMUSG00000034687.9,Fras1,14,11,5,9.2909565,-9.226572,4.0294127,9.379923
ENSMUSG00000019256.18,Ahr,11,40,1,15.9967375,0.6200377,5.0516224,-1.8689998
ENSMUSG00000021768.17,Dusp13b,2,9,-1,8.085257,1.155717,6.8483415,5.2300043
ENSMUSG00000117942.2,Maskbp3,0,6,3,6.7988567,4.6460996,7.502379,-2.1604493
ENSMUSG00000040896.17,Kcnd3,8,41,0,10.37749,0.5389866,11.786169,5.8321
ENSMUSG00000021327.20,Zkscan3,11,38,19,14.818057,-1.250872,6.4040318,-5.846838
ENSMUSG00000099009.2,Rdh16f1,5,8,0,10.021369,2.6109407,9.632482,7.0059986
ENSMUSG00000024784.14,Gpha2,0,11,11,6.929673,5.5070415,6.7244773,11.871398
ENSMUSG00000025432.12,Avil,8,29,-1,10.002039,-0.9080482,6.327057,4.5617023
ENSMUSG00000078945.11,Naip2,10,13,1,9.084237,-1.0982076,6.206326,3.0226583
ENSMUSG00000001056.4,Nhp2,5,29,2,11.607734,1.9956652,8.072451,5.486306
ENSMUSG00000039616.11,Mocos,7,8,-1,11.890734,3.7055435,7.784323,6.844758
ENSMUSG00000029622.17,Arpc1b,7,43,12,10.872872,1.2010943,1.3395311,2.8830879
ENSMUSG00000036218.17,Pdzrn4,8,23,1,10.054101,-0.4530667,7.0747066,1.1166676
ENSMUSG00000115343.2,Vmn1r21,10,46,17,7.5953045,6.459094,19.992437,4.020004
ENSMUSG00000028862.7,Map3k6,8,25,1,9.855052,-0.8793624,8.432065,3.4998846
ENSMUSG00000020305.14,Asb3,2,23,1,11.086381,2.5557585,8.616861,3.4339175
ENSMUSG00000047767.18,Atg16l2,11,43,12,15.815594,-0.885048,2.0092587,2.0196269
ENSMUSG00000057554.14,Lgals8,5,7,0,9.883118,3.6290781,6.550841,8.740904
ENSMUSG00000040618.8,Pck2,8,8,0,11.411822,-1.7545419,8.895356,7.9126897
ENSMUSG00000069818.7,Or1e30,10,44,4,6.8593106,-1.7110248,-5.673276,3.4868183
ENSMUSG00000025576.18,Rbfox3,3,36,-1,13.355102,-2.1201243,9.666394,1.3408374
ENSMUSG00000051182.6,Or52ac1,10,53,4,8.472997,-1.4455029,-8.790291,1.0795288
ENSMUSG00000110266.2,Gm32742,14,7,1,10.226026,-6.74293,8.572021,0.8505062
ENSMUSG00000051212.9,Gpr183,14,39,16,10.26647,-4.5427322,16.373535,1.9630964
ENSMUSG00000067642.12,Adgrf3,5,7,-1,9.946542,2.574555,4.810689,8.012826
ENSMUSG00000079042.11,Apela,0,1,2,6.4563313,5.025676,11.268337,-1.6374996
ENSMUSG00000098176.3,Ccdc166,2,34,22,8.635794,0.5513136,8.205614,-4.4658933
ENSMUSG00000033847.16,Pla2g4c,7,26,0,11.824149,4.353588,6.9447646,6.5760193
ENSMUSG00000025105.11,Bnc1,11,28,3,13.042751,-0.3338301,5.991697,-2.4283483
ENSMUSG00000029190.20,D5Ertd579e,11,6,3,12.9336195,1.1018077,7.2801476,-2.676626
ENSMUSG00000038891.4,Prl3b1,0,50,2,6.7857323,4.1601443,2.7516036,-0.12206852
ENSMUSG00000035385.6,Ccl2,0,30,11,7.29532,4.25044,0.5846987,9.930185
ENSMUSG00000041324.15,Inhba,11,11,-1,13.6035185,1.2949152,7.009205,11.792956
ENSMUSG00000047735.15,Samd9l,8,13,6,10.26614,-0.52953655,7.8762393,1.2086941
ENSMUSG00000047143.4,Dmrta2,11,28,3,13.458777,0.8587654,5.8897576,-2.2956498
ENSMUSG00000031730.19,Dhodh,2,8,0,9.313087,1.7235452,9.692625,8.870643
ENSMUSG00000073987.5,Ggh,11,8,0,13.780536,1.564994,7.75252,8.198013
ENSMUSG00000029075.7,Tnfrsf4,0,11,11,6.737971,3.6331155,3.2907076,9.520384
ENSMUSG00000026192.14,Atic,2,8,0,10.208856,3.4488106,9.242528,7.9739738
ENSMUSG00000027248.14,Pdia3,14,24,-1,10.633108,-5.963566,8.59467,5.3119392
ENSMUSG00000036054.16,Sugp2,5,6,-1,11.114297,2.8978736,7.6195054,-1.3382497
ENSMUSG00000101678.4,Gm29609,7,43,1,11.883751,3.8326595,3.255716,1.5389489
ENSMUSG00000046807.11,Lrrc75b,11,35,-1,14.115521,0.09366983,2.1449518,4.5795135
ENSMUSG00000039756.13,Dnttip2,8,6,-1,11.111201,-2.3152986,8.190998,-1.9490322
ENSMUSG00000025955.14,Akr1cl,5,20,0,9.6014185,0.69108266,10.416766,9.798685
ENSMUSG00000115958.2,Gm28040,0,1,2,6.4776044,4.9887266,10.869447,-2.4479275
ENSMUSG00000029814.11,Igf2bp3,11,36,13,13.791371,-1.0653228,9.545482,2.1360674
ENSMUSG00000063047.10,Zfp780b,15,38,19,9.328904,-2.5092301,7.570043,-8.12834
ENSMUSG00000031616.8,Ednra,11,39,16,13.744789,-0.14731635,15.816673,2.026901
ENSMUSG00000034690.14,Nlrp4c,8,13,1,9.770467,-1.0029308,4.6836357,4.392554
ENSMUSG00000042371.13,Slc5a10,2,3,9,9.211616,1.52845,13.052038,5.1012397
ENSMUSG00000048497.12,Mmgt2,2,1,2,8.063506,2.6302283,11.53561,-0.4633939
ENSMUSG00000054117.9,Zdhhc25,5,2,0,8.8090105,3.4437149,10.350798,3.4250898
ENSMUSG00000021022.10,Ppp2r3c,11,37,1,14.3433,-1.0173489,4.0011163,3.5094972
ENSMUSG00000036023.7,Parp2,2,9,1,10.387954,1.8783661,7.2607145,6.2007165
ENSMUSG00000042800.6,Spata46,0,6,-1,5.878694,4.8841405,8.158945,-0.9339463
ENSMUSG00000017204.5,Gsdma,8,1,1,10.761761,-1.4992528,9.144121,-0.009619166
ENSMUSG00000038619.13,Ensa,2,1,2,10.929557,1.2395443,10.121551,-1.7331653
ENSMUSG00000036334.13,Igsf10,8,5,5,11.249735,-0.028806292,4.6050143,10.160439
ENSMUSG00000038886.11,Man2a2,11,8,0,16.292053,0.52574635,7.5532217,8.512034
ENSMUSG00000023087.17,Noct,14,8,-1,10.989419,-3.6627817,7.0461807,6.3860445
ENSMUSG00000016346.19,Kcnq2,11,41,0,15.844768,0.5217654,11.836198,5.9027963
ENSMUSG00000031555.17,Adam9,11,19,0,14.223112,1.2979602,5.878334,9.528829
ENSMUSG00000074916.6,Chst14,5,17,0,12.3874855,1.3248444,5.1086926,6.6404138
ENSMUSG00000024357.11,Sil1,5,33,1,7.581887,2.1283147,3.9960816,1.4871782
ENSMUSG00000011884.14,Gltp,7,23,-1,12.4004,3.235194,5.7329416,4.302976
ENSMUSG00000007480.7,Mc5r,8,39,16,11.717419,-0.005358112,15.801038,2.2034545
ENSMUSG00000078752.4,Scgb1b30,0,1,2,4.3632574,5.0764723,12.287543,-1.1120211
ENSMUSG00000046613.20,Vwa5b2,2,6,1,10.5372505,1.0200446,7.0880203,1.1002202
ENSMUSG00000059336.15,Slc14a1,2,2,0,8.300697,1.7190635,11.599102,4.8583155
ENSMUSG00000036594.16,H2-Aa,0,5,10,5.919854,3.9904215,5.527792,14.001917
ENSMUSG00000034416.20,Pkd1l2,7,7,5,12.538326,3.097556,8.238476,1.5853046
ENSMUSG00000091060.3,Myocos,0,1,2,5.502018,4.1137867,10.772614,-2.637363
ENSMUSG00000057564.7,Or4e1,10,44,4,7.5711417,-1.7338263,-4.3588614,5.947942
ENSMUSG00000050530.15,Fam171a1,11,5,1,12.500619,0.42629477,7.3458366,0.7299098
ENSMUSG00000011148.15,Adss1,8,8,0,9.971816,0.018048564,8.3554,7.59819
ENSMUSG00000028186.15,Uox,7,8,0,11.75702,4.101038,7.887281,7.4548965
ENSMUSG00000021396.6,Nxnl2,2,24,0,7.6212606,2.4916062,8.179302,5.4520655
ENSMUSG00000078184.2,Rbm8a2,5,36,13,9.484277,2.1183145,10.319893,1.993678
ENSMUSG00000022558.17,Mroh1,14,33,-1,10.2185,-6.289868,3.8618531,0.48602274
ENSMUSG00000040174.15,Alkbh3,5,27,1,8.623246,4.479734,7.046158,5.3789854
ENSMUSG00000049001.6,Ndnf,11,5,0,14.491328,-0.98418313,4.880259,10.245284
ENSMUSG00000024942.20,Capn1,2,9,0,10.17847,0.5996869,6.8553185,7.0516434
ENSMUSG00000059023.3,Or4c11b,14,44,4,10.063739,-5.5229445,-4.093235,6.6824713
ENSMUSG00000041923.16,Nol4,7,6,1,10.191029,2.9527156,7.3898034,-0.17960316
ENSMUSG00000028653.17,Trit1,7,8,-1,11.659784,4.04035,7.0548406,6.4517455
ENSMUSG00000024176.12,Sox8,11,40,3,13.502591,-0.24221976,4.247971,-2.928015
ENSMUSG00000068011.5,Mkrn2os,2,13,0,7.0720277,2.598793,8.015265,1.7532088
ENSMUSG00000078795.3,Ceacam15,2,5,10,7.390722,2.5194914,4.6200314,12.56687
ENSMUSG00000024340.17,Btnl2,5,5,10,9.336442,2.2496758,4.405592,12.562475
ENSMUSG00000071454.14,Dtnb,11,6,1,12.835981,1.4720334,7.2961864,0.52505624
ENSMUSG00000044308.19,Ubr3,11,33,-1,13.04801,-0.36979634,4.9001584,-0.021931147
ENSMUSG00000076467.5,Trbv13-1,0,15,7,4.1497927,5.62039,7.7842937,16.798487
ENSMUSG00000078906.11,Gm14444,0,38,20,6.6465416,2.791321,9.362131,-7.9238057
ENSMUSG00000037211.13,Spry1,2,6,1,12.080278,1.0917693,9.747665,-0.76490664
ENSMUSG00000092166.4,Pramel45,0,35,21,6.5253844,2.9627016,1.4208748,4.351255
ENSMUSG00000096908.4,Trav7-3,0,15,7,4.6991158,5.621036,7.094388,16.469551
ENSMUSG00000075160.4,Or5aq7,10,44,-1,8.850382,-0.85810953,-4.7153316,2.887286
ENSMUSG00000048920.9,Fkrp,11,17,0,13.591875,-1.4025079,6.2497015,6.2255697
ENSMUSG00000039405.8,Prss23,11,19,0,14.478858,0.40497229,5.2637033,7.316639
ENSMUSG00000075330.5,A930003A15Rik,2,1,2,8.073224,1.798056,11.778415,-3.290546
ENSMUSG00000059429.4,Or1l4,10,44,4,7.23111,-2.531942,-5.0643945,3.8025768
ENSMUSG00000019923.15,Zwint,2,34,1,10.493409,3.0232341,9.056479,-3.9750216
ENSMUSG00000101113.2,1700025B11Rik,0,2,2,4.4712415,4.9580517,11.53693,2.0798094
ENSMUSG00000052776.11,Oas1a,2,13,1,8.213703,2.0900455,6.4900227,4.1418595
ENSMUSG00000005886.15,Ncoa2,14,40,3,10.593136,-5.523061,5.3254986,-1.8934182
ENSMUSG00000032478.15,Nme6,5,8,0,8.320428,5.010592,8.210729,5.882683
ENSMUSG00000063374.5,Or10p21,10,44,4,8.169679,0.17212568,-6.2660213,5.663652
ENSMUSG00000037455.18,Slc18b1,7,3,9,12.201856,2.1876855,13.577251,3.8849556
ENSMUSG00000030641.11,Ddias,5,6,-1,12.355405,2.704664,7.562604,-2.0548925
ENSMUSG00000041991.19,Hrnr,8,6,3,9.994473,-2.070681,8.471684,-1.6465105
ENSMUSG00000076879.2,Traj52,0,16,26,4.546976,6.4579496,10.88623,-9.313258
ENSMUSG00000064225.7,Paqr9,11,2,0,16.127916,1.3468451,11.450629,3.7911808
ENSMUSG00000044600.15,Smim7,7,1,2,12.083592,3.1985896,12.110823,0.022960577
ENSMUSG00000025789.10,St8sia2,11,17,0,15.979297,-0.13330391,5.5495777,6.1051
ENSMUSG00000012889.9,Podnl1,14,35,0,10.7087965,-5.0685506,1.5073417,6.4378467
ENSMUSG00000026829.10,Gbgt1,5,17,0,7.3795047,3.4509654,4.850308,7.0942883
ENSMUSG00000079020.10,Slc45a4,2,3,9,9.089778,0.97756803,13.289814,3.8316004
ENSMUSG00000024231.16,Cul2,11,29,14,15.121118,0.72170615,5.2217484,4.162588
ENSMUSG00000063870.13,Chd4,11,21,6,14.951166,1.8153343,5.7072906,3.4854445
ENSMUSG00000017211.15,Gsdma2,5,1,1,9.50962,3.2110088,9.152803,-0.09725349
ENSMUSG00000027485.16,Bpifb1,2,7,0,9.682261,0.7399246,5.1587152,7.5680294
ENSMUSG00000039512.13,Bltp3a,11,7,6,12.524172,-0.34085777,5.7951045,-0.025251381
ENSMUSG00000020707.7,Rnf135,11,12,1,11.648391,-0.40516537,9.299857,2.9320443
ENSMUSG00000078532.10,Nkain1,2,2,0,11.026294,2.1588218,11.830685,1.1586952
ENSMUSG00000035429.14,Ptprh,2,5,5,8.782863,1.5562662,4.3731365,10.4141865
ENSMUSG00000034224.15,Slc38a8,2,3,9,9.01742,0.3190299,12.846908,4.420666
ENSMUSG00000062327.11,T,8,31,1,11.443597,-0.06554244,14.381454,6.4409547
ENSMUSG00000031932.15,Gpr83,11,39,16,13.486225,-0.7633892,16.246655,1.7315255
ENSMUSG00000075232.7,Amd1,11,7,0,12.622657,0.8588779,7.370132,7.9532785
ENSMUSG00000001323.18,Srr,11,8,0,13.145459,-0.18111582,9.17688,7.678485
ENSMUSG00000021675.5,F2rl2,8,39,16,10.423989,-1.4993211,15.964447,2.1919003
ENSMUSG00000026914.16,Psmd14,5,9,1,9.487814,4.408647,6.692313,4.882086
ENSMUSG00000021621.16,Zcchc9,5,6,1,10.740613,3.542637,7.6512475,-0.2937215
ENSMUSG00000095761.8,Ighv1-20,0,14,18,2.7973046,5.8169885,8.556835,18.626245
ENSMUSG00000091531.3,Or12d2,10,44,4,7.2752376,-2.4267488,-4.902952,4.7931213
ENSMUSG00000030600.16,Lrfn1,8,35,5,10.254116,-1.889869,2.1919932,5.98119
ENSMUSG00000027889.18,Ampd2,14,8,1,10.461283,-6.396285,7.7095447,7.709647
ENSMUSG00000071540.5,3425401B19Rik,8,6,3,10.194881,0.4614849,6.989923,-2.750815
ENSMUSG00000028358.16,Zfp618,11,13,3,15.899495,2.1235795,6.794182,2.4140387
ENSMUSG00000025504.15,Eps8l2,8,23,1,11.538862,-0.24302742,5.981286,0.8963322
ENSMUSG00000020463.16,Ppp4r3b,11,33,14,12.418433,-0.2732699,4.71965,2.109458
ENSMUSG00000056228.11,Cars2,5,8,0,12.108921,1.6591914,8.610119,7.1091375
ENSMUSG00000025558.20,Dock9,14,33,6,10.476385,-4.4808655,5.0701904,0.3153259
ENSMUSG00000046108.4,Il17c,0,11,-1,5.337771,5.5911274,7.006237,11.973076
ENSMUSG00000078442.4,Tektl1,2,34,1,9.483842,0.7994243,8.980529,-3.0004919
ENSMUSG00000058355.9,Abce1,11,21,15,14.104813,-1.6861738,5.6972857,5.9219737
ENSMUSG00000075211.5,Or9g4,10,44,4,6.3864207,0.11601035,-5.0162787,3.717562
ENSMUSG00000048486.7,Fitm2,11,2,0,14.457896,0.14954415,10.954786,3.5702848
ENSMUSG00000027865.11,Gdap2,5,13,1,8.072741,4.059931,7.097666,4.606786
ENSMUSG00000091933.4,Speer1k,5,34,23,8.758341,3.9716957,10.359513,-3.1985161
ENSMUSG00000029401.9,Rilpl2,2,34,1,8.072593,1.6457944,9.116231,-3.1459997
ENSMUSG00000027317.9,Ppp1r14d,0,6,2,4.2981014,4.6081276,9.155746,-1.3429961
ENSMUSG00000029510.16,Gpc2,14,50,0,10.375659,-5.922249,2.7524023,-0.62158614
ENSMUSG00000073965.2,Or51f2,0,53,4,5.2741113,3.417672,-8.940451,1.2462779
ENSMUSG00000051340.7,Or51a24,10,53,4,7.919823,-0.5605151,-8.803755,1.0468192
ENSMUSG00000057378.16,Ryr3,7,7,6,12.188366,4.7344794,6.1847377,2.111452
ENSMUSG00000033392.17,Clasp2,5,33,1,10.812506,1.0113279,4.2752295,0.9785229
ENSMUSG00000008892.14,Vdac3,2,7,0,8.580707,3.764006,6.637268,5.4431276
ENSMUSG00000046598.16,Bdh1,11,8,0,13.475947,1.2245151,9.37379,6.6632237
ENSMUSG00000091867.3,Cyp2a22,8,27,0,10.411747,-0.21134575,8.9178095,10.306298
ENSMUSG00000031738.15,Irx6,11,40,7,12.595046,-0.19729088,3.1954587,-3.3209767
ENSMUSG00000035818.15,Plekhs1,2,23,1,9.551926,2.6779552,6.616907,0.7414441
ENSMUSG00000059169.10,Krt40,0,54,22,6.224442,3.9135818,11.820625,-6.511555
ENSMUSG00000022056.10,Adam7,8,19,0,10.826161,-0.2166552,5.9456015,9.292091
ENSMUSG00000072601.5,Ear1,0,19,11,6.17685,3.6369739,6.3169856,10.777123
ENSMUSG00000001100.11,Poldip2,5,13,-1,11.853783,2.1732168,7.0505643,4.338168
ENSMUSG00000026159.14,Agfg1,7,23,3,12.169698,3.1828368,5.8565397,1.1673838
ENSMUSG00000110171.3,Or5p60,10,44,4,6.3048887,-1.191407,-4.315133,3.7016883
ENSMUSG00000087610.2,Gm16253,0,1,2,5.621055,4.241323,11.723573,-3.4999604
ENSMUSG00000075377.3,Or1b1,10,44,4,6.98061,-2.0506368,-6.133375,6.5033684
ENSMUSG00000067231.5,Cyp2c65,5,27,0,9.027685,3.240683,9.137787,10.451408
ENSMUSG00000040576.9,Tmem270,0,1,2,5.351603,4.4631057,11.016309,-0.26520252
ENSMUSG00000026450.15,Chit1,2,8,0,6.9484234,2.615487,7.407968,9.05542
ENSMUSG00000046215.4,Rprml,2,1,2,8.395926,1.7498131,11.556111,-1.5225875
ENSMUSG00000027010.17,Slc25a12,11,2,0,13.795226,-1.1578915,1.2620769,0.7764621
ENSMUSG00000049908.7,Gja8,8,10,0,12.85554,-1.8970537,13.858391,2.447566
ENSMUSG00000061603.9,Akap6,8,6,6,10.320473,-0.85863525,7.470969,-2.2517986
ENSMUSG00000021945.10,Zmym2,7,28,3,13.056435,3.6253006,6.532512,-1.2552466
ENSMUSG00000053044.9,Cd8b1,0,5,10,7.03628,3.9798453,5.71547,12.058433
ENSMUSG00000028792.15,Ak2,2,8,0,9.639896,2.8916655,7.0909424,6.6115656
ENSMUSG00000045350.16,Fam186a,8,6,3,10.325131,-2.3143306,7.864834,-0.93253607
ENSMUSG00000027520.17,Zdbf2,7,6,3,14.319127,2.7951782,7.20176,-2.0802784
ENSMUSG00000047594.5,Or10ag57,14,44,4,9.419714,-4.177132,-4.5095577,5.2493873
ENSMUSG00000066148.4,Prpf4,11,43,12,14.977965,-1.2909908,1.2861117,2.5953233
ENSMUSG00000024064.15,Galnt14,11,17,0,13.289414,-0.25321966,4.759271,7.176497
ENSMUSG00000018405.8,Mrm1,5,13,0,10.969423,0.6655394,7.8029904,5.2417665
ENSMUSG00000096793.9,Gm3002,5,34,23,11.710774,2.3534214,10.347338,-4.762598
ENSMUSG00000027306.16,Nusap1,5,6,-1,11.785063,2.21146,7.9356613,-1.9057999
ENSMUSG00000027071.15,P2rx3,2,7,0,8.975573,-0.03948324,6.347101,7.962521
ENSMUSG00000042474.7,Fcmr,5,5,10,7.986218,3.520018,5.554933,10.902114
ENSMUSG00000094385.2,Vmn1r123,0,46,17,3.9788828,2.4857883,20.567486,6.738396
ENSMUSG00000082079.3,Dnmt3c,2,13,1,9.642875,2.832754,6.8943257,2.9116607
ENSMUSG00000023972.11,Ptk7,14,25,5,10.364072,-7.36152,4.6057305,11.159018
ENSMUSG00000087598.10,Zfp111,15,38,19,9.095271,-0.9507063,7.1382174,-7.6292887
ENSMUSG00000015341.18,Golga7,5,1,2,11.293866,2.327412,10.744447,-1.4577144
ENSMUSG00000040003.19,Magi2,8,23,-1,10.121086,-0.2224504,7.233171,1.812646
ENSMUSG00000042647.14,Acad12,8,8,0,11.763349,-0.17804419,8.943956,7.9724627
ENSMUSG00000003545.4,Fosb,5,40,3,12.048995,0.9265422,3.1762767,-2.3519468
ENSMUSG00000037965.16,Zc3h7a,14,28,1,10.870514,-5.5184183,6.8683634,-0.19073896
ENSMUSG00000022849.6,Hspbap1,5,13,1,10.216439,3.9655762,6.716872,3.9141335
ENSMUSG00000036463.9,4930544G11Rik,2,18,8,7.2784443,2.4784832,3.7976453,6.5071163
ENSMUSG00000024811.13,Tnks2,14,23,1,10.344443,-6.333289,9.020636,3.6483488
ENSMUSG00000056508.7,1700001K19Rik,0,6,2,7.409281,5.0088887,9.341338,-2.5387511
ENSMUSG00000033486.15,Catsper2,2,41,-1,10.201849,3.1385696,12.206323,5.88029
ENSMUSG00000043274.5,Or10ag2,0,44,4,5.0982475,3.5509512,-4.5335174,5.27801
ENSMUSG00000041000.9,Trim62,7,12,1,13.427622,2.0830142,9.922999,2.8777156
ENSMUSG00000042514.12,Klhl14,10,26,12,8.708054,0.002531254,11.254759,6.642991
ENSMUSG00000079342.12,Lipo1,8,8,0,10.387432,-0.052302457,7.5683627,9.042178
ENSMUSG00000049709.5,Nlrp10,7,13,1,11.430822,0.70187944,5.8228245,3.3578413
ENSMUSG00000046010.8,Zfp830,11,28,13,11.52678,1.2688478,6.3417234,-0.96437156
ENSMUSG00000071550.15,Cfap44,7,43,6,12.368112,2.627499,3.4868574,2.0203698
ENSMUSG00000030733.11,Sh2b1,8,23,-1,10.628947,-1.7135001,6.1535845,0.56268334
ENSMUSG00000044627.12,Swi5,2,6,2,7.2186685,2.9158933,9.800826,-0.41423133
ENSMUSG00000095962.2,Vmn1r137,0,46,17,4.1351213,2.5998375,20.613914,6.825553
ENSMUSG00000089847.9,Timm10b,0,1,2,6.579156,6.154898,11.431076,-3.6573348
ENSMUSG00000033059.8,Pygb,14,8,0,10.507129,-5.083164,9.578799,8.151872
ENSMUSG00000071068.8,Treml2,2,5,10,8.451826,1.5939951,5.704337,11.298048
ENSMUSG00000019689.5,Fmc1,0,29,2,5.5441003,5.6822767,9.47115,0.5922971
ENSMUSG00000046259.3,Sprr2h,0,42,2,7.1530185,3.5486968,12.809727,-2.1579647
ENSMUSG00000096696.2,Zfp960,15,38,20,5.8358684,-1.8695337,8.945368,-8.08363
ENSMUSG00000098094.8,Scgb2b17,0,1,2,5.8028326,6.536027,11.224927,-1.6329628
ENSMUSG00000076535.2,Igkv1-88,0,0,18,3.8659332,5.8625994,4.2972856,16.345926
ENSMUSG00000033255.10,Gm5134,5,3,9,9.792602,2.0367174,12.859725,4.8818855
ENSMUSG00000034868.10,Myl12b,11,37,2,12.034036,1.6420145,3.4104657,4.152349
ENSMUSG00000028607.17,Cpt2,14,8,0,10.441221,-6.6559196,8.3821535,8.114324
ENSMUSG00000001661.6,Hoxc6,7,40,7,11.61554,3.6467602,2.4308567,-4.310564
ENSMUSG00000041623.18,Mtnap1,5,6,-1,10.689045,3.296156,7.313829,-2.8978887
ENSMUSG00000042747.13,Krtcap2,5,1,-1,7.850791,3.8255591,11.907757,-0.0129971
ENSMUSG00000037235.14,Mxd4,11,40,1,15.40758,1.7015601,3.9084768,-3.919763
ENSMUSG00000035726.9,Supt16,11,29,1,14.801523,0.2890161,7.2372975,5.2180495
ENSMUSG00000025355.8,Mmp19,8,19,0,11.902197,-1.6841326,5.817314,9.878143
ENSMUSG00000026163.18,Sphkap,8,6,3,11.356321,0.059876572,7.3625865,-2.4441745
ENSMUSG00000098789.8,Jmjd7,2,27,0,9.547779,2.921198,7.8978014,6.9233165
ENSMUSG00000040570.15,Rundc3b,11,6,1,14.154327,1.2506348,8.20202,-1.3726703
ENSMUSG00000031636.8,Pdlim3,5,23,1,10.771373,2.9867527,7.6288576,1.8320985
ENSMUSG00000044726.9,Erich5,8,6,3,10.540684,-0.97302485,7.673701,-2.6023939
ENSMUSG00000035773.7,Kiss1r,8,39,16,12.296037,-1.3822302,15.825509,1.1510906
ENSMUSG00000050945.9,Zfp438,11,28,3,12.7178545,0.3292113,6.306662,-2.3102236
